date,ticks_window1,ticks_window2
2025-04-27,149,110
2025-04-28,412,518
2025-04-29,412,256
2025-04-30,324,349
2025-05-01,368,473
2025-05-02,444,294
2025-05-03,125,109
2025-05-04,177,117
2025-05-05,352,291
2025-05-06,245,467
2025-05-07,289,248
2025-05-08,355,397
2025-05-09,285,529
2025-05-10,142,174
2025-05-11,95,216
2025-05-12,360,575
2025-05-13,375,318
2025-05-14,395,337
2025-05-15,463,476
2025-05-16,359,388
2025-05-17,249,149
2025-05-18,150,157
2025-05-19,529,310
2025-05-20,408,303
2025-05-21,502,352
2025-05-22,544,540
2025-05-23,404,599
2025-05-24,178,289
2025-05-25,121,225
2025-05-26,338,320
2025-05-27,423,392
2025-05-28,318,404
2025-05-29,419,367
2025-05-30,393,403
2025-05-31,99,105
2025-06-01,121,166
2025-06-02,491,513
2025-06-03,481,267
2025-06-04,170,489
2025-06-05,479,311
2025-06-06,239,316
2025-06-07,140,113
2025-06-08,52,221
2025-06-09,278,452
2025-06-10,438,544
2025-06-11,365,308
2025-06-12,374,470
2025-06-13,468,538
2025-06-14,55,114
2025-06-15,291,222
2025-06-16,407,424
2025-06-17,487,442
2025-06-18,440,499
2025-06-19,412,353
2025-06-20,360,408
2025-06-21,212,158
2025-06-22,364,280
2025-06-23,364,429
2025-06-24,459,439
2025-06-25,310,401
2025-06-26,322,211
2025-06-27,258,314
2025-06-28,218,164
2025-06-29,160,342
2025-06-30,350,232
2025-07-01,309,322
2025-07-02,336,470
2025-07-03,380,0
2025-07-04,397,353
2025-07-05,219,198
2025-07-06,86,299
2025-07-07,286,381
2025-07-08,351,276
2025-07-09,270,401
2025-07-10,142,343
2025-07-11,564,391
2025-07-12,173,315
2025-07-13,106,177
2025-07-14,541,419
2025-07-15,553,546
2025-07-16,431,430
2025-07-17,417,495
2025-07-18,538,437
2025-07-19,319,353
2025-07-20,294,431
2025-07-21,414,454
2025-07-22,415,290
2025-07-23,387,390
2025-07-24,528,431
2025-07-25,524,496
2025-07-26,187,224
2025-07-27,224,385
2025-07-28,306,280
2025-07-29,323,445
2025-07-30,336,527
2025-07-31,228,243
2025-08-01,496,496
2025-08-02,103,185
2025-08-03,220,326
2025-08-04,343,297
2025-08-05,327,414
2025-08-06,429,343
2025-08-07,300,499
2025-08-08,387,420
2025-08-09,351,390
2025-08-10,449,433
2025-08-11,371,503
2025-08-12,258,337
2025-08-13,469,407
2025-08-14,486,419
2025-08-15,300,291
2025-08-16,199,222
2025-08-17,143,135
2025-08-18,436,404
2025-08-19,410,379
2025-08-20,397,459
2025-08-21,316,458
2025-08-22,333,420
2025-08-23,467,399
2025-08-24,296,353
2025-08-25,478,465
2025-08-26,399,544
2025-08-27,304,435
2025-08-28,360,358
2025-08-29,469,464
2025-08-30,410,393
2025-08-31,360,451
2025-09-01,342,467
2025-09-02,234,527
2025-09-03,351,367
2025-09-04,399,376
2025-09-05,342,304
2025-09-06,151,298
2025-09-07,104,123
2025-09-08,221,246
2025-09-09,213,317
2025-09-10,339,314
2025-09-11,393,329
2025-09-12,318,300
2025-09-13,148,68
2025-09-14,162,201
2025-09-15,350,336
2025-09-16,254,191
2025-09-17,542,309
2025-09-18,457,232
2025-09-19,123,362
2025-09-20,123,85
2025-09-21,78,85
2025-09-22,240,434
2025-09-23,196,257
2025-09-24,262,265
2025-09-25,302,335
2025-09-26,430,386
2025-09-27,159,82
2025-09-28,80,180
2025-09-29,319,161
2025-09-30,372,320
2025-10-01,361,463
2025-10-02,364,392
2025-10-03,359,375
2025-10-04,272,157
2025-10-05,531,493
2025-10-06,395,361
2025-10-07,353,391
2025-10-08,466,245
2025-10-09,314,244
2025-10-10,319,234
2025-10-11,470,539
2025-10-12,462,341
2025-10-13,465,462
2025-10-14,546,527
2025-10-15,510,426
2025-10-16,453,323
2025-10-17,460,561
2025-10-18,404,282
2025-10-19,435,488
2025-10-20,559,420
2025-10-21,462,365
2025-10-22,412,538
2025-10-23,466,484
2025-10-24,402,396
2025-10-25,161,141
2025-10-26,250,481
2025-10-27,279,342
2025-10-28,427,313
2025-10-29,319,379
2025-10-30,556,334
2025-10-31,244,507
2025-11-01,178,208
2025-11-02,448,471
2025-11-03,440,417
2025-11-04,598,499
2025-11-05,534,466
2025-11-06,402,307
2025-11-07,332,512
2025-11-08,295,429
2025-11-09,397,493
2025-11-10,505,473
2025-11-11,535,445
2025-11-12,334,515
2025-11-13,597,526
2025-11-14,592,592
2025-11-15,264,229
2025-11-16,177,297
2025-11-17,464,259
2025-11-18,508,389
2025-11-19,550,301
2025-11-20,268,390
2025-11-21,570,600
2025-11-22,348,324
2025-11-23,376,330
2025-11-24,582,544
2025-11-25,554,580
2025-11-26,567,541
2025-11-27,500,495
2025-11-28,481,523
2025-11-29,309,435
2025-11-30,431,358
2025-12-01,444,558
2025-12-02,474,512
2025-12-03,567,517
2025-12-04,539,300
2025-12-05,400,501
2025-12-06,266,180
2025-12-07,132,255
2025-12-08,392,386
2025-12-09,380,302
2025-12-10,353,378
2025-12-11,307,526
2025-12-12,485,443
2025-12-13,162,144
2025-12-14,99,501
2025-12-15,387,441
2025-12-16,336,388
2025-12-17,528,454
2025-12-18,483,418
2025-12-19,497,481
2025-12-20,229,141
2025-12-21,129,98
2025-12-22,509,516
